datetime,zone_id,zone_name,zone_type,predicted
2026-03-02 03:00:00,2,Центр-Арбат,center,81.20191120298254
2026-03-02 03:00:00,3,Москва-Сити,business,27.983981706599067
2026-03-02 03:00:00,4,Тверская,business,13.900162821286049
2026-03-02 03:00:00,5,Хамовники,residential,15.372031915620973
2026-03-02 03:00:00,6,Замоскворечье,residential,20.585359370639633
2026-03-02 03:00:00,7,Таганка,residential,3.0390114866979165
2026-03-02 03:00:00,8,Пресня,residential,15.345731834156144
2026-03-02 03:00:00,9,Сокольники,residential,3.270604472346716
2026-03-02 03:00:00,10,Марьино,suburb,9.08500705708194
2026-03-02 03:00:00,11,Бутово,suburb,12.254119177188253
2026-03-02 03:00:00,12,Митино,suburb,8.501766249321374
2026-03-02 03:00:00,13,Жулебино,suburb,14.515324618469286
2026-03-02 03:00:00,14,Солнцево,suburb,4.251456243196806
2026-03-02 03:00:00,15,Шереметьево,airport,89.70722671330721
2026-03-02 03:00:00,16,Домодедово,airport,147.2720127317745
2026-03-02 03:00:00,17,Внуково,airport,112.2658978781226
2026-03-02 03:00:00,18,Ленинградский вокзал,station,10.683887675149764
2026-03-02 03:00:00,19,Казанский вокзал,station,4.184001560276412
2026-03-02 03:00:00,20,Курский вокзал,station,7.090696692386581
2026-03-02 04:00:00,1,Центр-Кремль,center,97.49135931490896
2026-03-02 04:00:00,2,Центр-Арбат,center,102.26362096777791
2026-03-02 04:00:00,3,Москва-Сити,business,25.23599687209414
2026-03-02 04:00:00,4,Тверская,business,13.953836411917639
2026-03-02 04:00:00,5,Хамовники,residential,25.412754155006585
2026-03-02 04:00:00,6,Замоскворечье,residential,28.201730117485397
2026-03-02 04:00:00,7,Таганка,residential,3.2368093827815083
2026-03-02 04:00:00,8,Пресня,residential,30.413300969196982
2026-03-02 04:00:00,9,Сокольники,residential,4.1318313547580034
2026-03-02 04:00:00,10,Марьино,suburb,14.217662511679993
2026-03-02 04:00:00,11,Бутово,suburb,16.05339295556069
2026-03-02 04:00:00,12,Митино,suburb,17.11488438520492
2026-03-02 04:00:00,13,Жулебино,suburb,23.47368239785319
2026-03-02 04:00:00,14,Солнцево,suburb,7.375976376706266
2026-03-02 04:00:00,15,Шереметьево,airport,93.03112512129196
2026-03-02 04:00:00,16,Домодедово,airport,155.0596970535799
2026-03-02 04:00:00,17,Внуково,airport,115.85968460496431
2026-03-02 04:00:00,18,Ленинградский вокзал,station,8.002668185383977
2026-03-02 04:00:00,19,Казанский вокзал,station,2.8510971930293696
2026-03-02 04:00:00,20,Курский вокзал,station,5.460527547313041
2026-03-02 05:00:00,1,Центр-Кремль,center,143.80345085891747
2026-03-02 05:00:00,2,Центр-Арбат,center,143.02453914348726
2026-03-02 05:00:00,3,Москва-Сити,business,35.78257072915185
2026-03-02 05:00:00,4,Тверская,business,16.16668863284649
2026-03-02 05:00:00,5,Хамовники,residential,43.26433446068128
2026-03-02 05:00:00,6,Замоскворечье,residential,38.020801164286816
2026-03-02 05:00:00,7,Таганка,residential,6.882026702578369
2026-03-02 05:00:00,8,Пресня,residential,53.121700544121985
2026-03-02 05:00:00,9,Сокольники,residential,8.212441491478083
2026-03-02 05:00:00,10,Марьино,suburb,25.185767236006395
2026-03-02 05:00:00,11,Бутово,suburb,35.242656369590115
2026-03-02 05:00:00,12,Митино,suburb,34.9836970475644
2026-03-02 05:00:00,13,Жулебино,suburb,34.57077221233711
2026-03-02 05:00:00,14,Солнцево,suburb,12.364941219447816
2026-03-02 05:00:00,15,Шереметьево,airport,107.05183950257864
2026-03-02 05:00:00,16,Домодедово,airport,171.1459670059495
2026-03-02 05:00:00,17,Внуково,airport,137.41821972377704
2026-03-02 05:00:00,18,Ленинградский вокзал,station,12.743683999236247
2026-03-02 05:00:00,19,Казанский вокзал,station,4.260254533452024
2026-03-02 05:00:00,20,Курский вокзал,station,9.915364989595721
2026-03-02 06:00:00,1,Центр-Кремль,center,178.84012018804162
2026-03-02 06:00:00,2,Центр-Арбат,center,164.12946414553713
2026-03-02 06:00:00,3,Москва-Сити,business,33.175207811766676
2026-03-02 06:00:00,4,Тверская,business,14.18469661684532
2026-03-02 06:00:00,5,Хамовники,residential,51.912741646940624
2026-03-02 06:00:00,6,Замоскворечье,residential,59.83925433203289
2026-03-02 06:00:00,7,Таганка,residential,8.416416236327272
2026-03-02 06:00:00,8,Пресня,residential,69.09133960928537
2026-03-02 06:00:00,9,Сокольники,residential,10.597324524583195
2026-03-02 06:00:00,10,Марьино,suburb,30.405368622824092
2026-03-02 06:00:00,11,Бутово,suburb,45.304818146154055
2026-03-02 06:00:00,12,Митино,suburb,40.36339505656875
2026-03-02 06:00:00,13,Жулебино,suburb,48.297993554255115
2026-03-02 06:00:00,14,Солнцево,suburb,14.367428716069876
2026-03-02 06:00:00,15,Шереметьево,airport,99.8511062808239
2026-03-02 06:00:00,16,Домодедово,airport,152.6720386250991
2026-03-02 06:00:00,17,Внуково,airport,118.40400766893936
2026-03-02 06:00:00,18,Ленинградский вокзал,station,25.971338016418905
2026-03-02 06:00:00,19,Казанский вокзал,station,10.36619073186892
2026-03-02 06:00:00,20,Курский вокзал,station,32.38848989609279
2026-03-02 07:00:00,1,Центр-Кремль,center,208.07218511792922
2026-03-02 07:00:00,2,Центр-Арбат,center,200.28316896964972
2026-03-02 07:00:00,3,Москва-Сити,business,31.161003525291857
2026-03-02 07:00:00,4,Тверская,business,12.24562154923844
2026-03-02 07:00:00,5,Хамовники,residential,67.43501232993879
2026-03-02 07:00:00,6,Замоскворечье,residential,72.36942454328619
2026-03-02 07:00:00,7,Таганка,residential,10.484044658502077
2026-03-02 07:00:00,8,Пресня,residential,71.6389356728195
2026-03-02 07:00:00,9,Сокольники,residential,11.617342154770398
2026-03-02 07:00:00,10,Марьино,suburb,37.65627733483873
2026-03-02 07:00:00,11,Бутово,suburb,53.04126338105616
2026-03-02 07:00:00,12,Митино,suburb,40.406778004263394
2026-03-02 07:00:00,13,Жулебино,suburb,52.62721427851772
2026-03-02 07:00:00,14,Солнцево,suburb,14.729757004381485
2026-03-02 07:00:00,15,Шереметьево,airport,94.47970172557969
2026-03-02 07:00:00,16,Домодедово,airport,156.47465144583887
2026-03-02 07:00:00,17,Внуково,airport,116.2484561904841
2026-03-02 07:00:00,18,Ленинградский вокзал,station,60.91858283570814
2026-03-02 07:00:00,19,Казанский вокзал,station,13.086095760773361
2026-03-02 07:00:00,20,Курский вокзал,station,72.84187120901456
2026-03-02 08:00:00,1,Центр-Кремль,center,265.9032434631229
2026-03-02 08:00:00,2,Центр-Арбат,center,261.3916115994686
2026-03-02 08:00:00,3,Москва-Сити,business,35.23960147824614
2026-03-02 08:00:00,4,Тверская,business,14.449672764416665
2026-03-02 08:00:00,5,Хамовники,residential,80.89129746612247
2026-03-02 08:00:00,6,Замоскворечье,residential,85.27339495932685
2026-03-02 08:00:00,7,Таганка,residential,12.839422240839239
2026-03-02 08:00:00,8,Пресня,residential,88.3385995357435
2026-03-02 08:00:00,9,Сокольники,residential,13.85871667993785
2026-03-02 08:00:00,10,Марьино,suburb,41.32527925816697
2026-03-02 08:00:00,11,Бутово,suburb,58.63564208868217
2026-03-02 08:00:00,12,Митино,suburb,45.04863918581366
2026-03-02 08:00:00,13,Жулебино,suburb,45.418706496888376
2026-03-02 08:00:00,14,Солнцево,suburb,15.393581882562518
2026-03-02 08:00:00,15,Шереметьево,airport,99.27088940160002
2026-03-02 08:00:00,16,Домодедово,airport,162.089058817234
2026-03-02 08:00:00,17,Внуково,airport,115.51728393997732
2026-03-02 08:00:00,18,Ленинградский вокзал,station,101.47777289441748
2026-03-02 08:00:00,19,Казанский вокзал,station,28.55229920958254
2026-03-02 08:00:00,20,Курский вокзал,station,118.71754661009857
2026-03-02 09:00:00,1,Центр-Кремль,center,292.8268632767392
2026-03-02 09:00:00,2,Центр-Арбат,center,269.96275451752064
2026-03-02 09:00:00,3,Москва-Сити,business,36.736683425616945
2026-03-02 09:00:00,4,Тверская,business,12.571470433649203
2026-03-02 09:00:00,5,Хамовники,residential,65.51661882357739
2026-03-02 09:00:00,6,Замоскворечье,residential,76.312071112342
2026-03-02 09:00:00,7,Таганка,residential,10.958179488973013
2026-03-02 09:00:00,8,Пресня,residential,72.72392959394166
2026-03-02 09:00:00,9,Сокольники,residential,11.36415568264012
2026-03-02 09:00:00,10,Марьино,suburb,23.38477129791867
2026-03-02 09:00:00,11,Бутово,suburb,32.18172438442115
2026-03-02 09:00:00,12,Митино,suburb,36.989383395998004
2026-03-02 09:00:00,13,Жулебино,suburb,30.118523002399275
2026-03-02 09:00:00,14,Солнцево,suburb,12.550419847505616
2026-03-02 09:00:00,15,Шереметьево,airport,84.57667816187288
2026-03-02 09:00:00,16,Домодедово,airport,140.86619548764904
2026-03-02 09:00:00,17,Внуково,airport,118.65032379905983
2026-03-02 09:00:00,18,Ленинградский вокзал,station,109.7941234417215
2026-03-02 09:00:00,19,Казанский вокзал,station,44.107103511795295
2026-03-02 09:00:00,20,Курский вокзал,station,140.35102570025788
2026-03-02 10:00:00,1,Центр-Кремль,center,315.6301409485944
2026-03-02 10:00:00,2,Центр-Арбат,center,317.56051409230207
2026-03-02 10:00:00,3,Москва-Сити,business,38.49676204904934
2026-03-02 10:00:00,4,Тверская,business,15.232596212700344
2026-03-02 10:00:00,5,Хамовники,residential,64.89611521156013
2026-03-02 10:00:00,6,Замоскворечье,residential,58.911460227526284
2026-03-02 10:00:00,7,Таганка,residential,7.997575191497766
2026-03-02 10:00:00,8,Пресня,residential,57.8609918496436
2026-03-02 10:00:00,9,Сокольники,residential,10.04890506419838
2026-03-02 10:00:00,10,Марьино,suburb,14.618741127587919
2026-03-02 10:00:00,11,Бутово,suburb,28.147684678088183
2026-03-02 10:00:00,12,Митино,suburb,27.815881048730336
2026-03-02 10:00:00,13,Жулебино,suburb,16.52329467333474
2026-03-02 10:00:00,14,Солнцево,suburb,10.967925519865144
2026-03-02 10:00:00,15,Шереметьево,airport,87.27006996411748
2026-03-02 10:00:00,16,Домодедово,airport,138.14879190911935
2026-03-02 10:00:00,17,Внуково,airport,110.01151280467035
2026-03-02 10:00:00,18,Ленинградский вокзал,station,175.5850524816945
2026-03-02 10:00:00,19,Казанский вокзал,station,59.25887731842102
2026-03-02 10:00:00,20,Курский вокзал,station,204.02689206096449
2026-03-02 11:00:00,1,Центр-Кремль,center,382.4567773439502
2026-03-02 11:00:00,2,Центр-Арбат,center,374.0071558726463
2026-03-02 11:00:00,3,Москва-Сити,business,48.478262510564235
2026-03-02 11:00:00,4,Тверская,business,24.438819881831407
2026-03-02 11:00:00,5,Хамовники,residential,37.5509329816529
2026-03-02 11:00:00,6,Замоскворечье,residential,44.17070646323582
2026-03-02 11:00:00,7,Таганка,residential,6.795130914137267
2026-03-02 11:00:00,8,Пресня,residential,49.70752184902955
2026-03-02 11:00:00,9,Сокольники,residential,7.933553838024069
2026-03-02 11:00:00,10,Марьино,suburb,8.102106751359115
2026-03-02 11:00:00,11,Бутово,suburb,13.40456329867926
2026-03-02 11:00:00,12,Митино,suburb,17.425984813328935
2026-03-02 11:00:00,13,Жулебино,suburb,13.453130593364307
2026-03-02 11:00:00,14,Солнцево,suburb,5.8693884812520505
2026-03-02 11:00:00,15,Шереметьево,airport,85.88994674711577
2026-03-02 11:00:00,16,Домодедово,airport,146.55963269233087
2026-03-02 11:00:00,17,Внуково,airport,115.30364218794388
2026-03-02 11:00:00,18,Ленинградский вокзал,station,225.4625577876569
2026-03-02 11:00:00,19,Казанский вокзал,station,77.98936847038799
2026-03-02 11:00:00,20,Курский вокзал,station,256.00981204027227
2026-03-02 12:00:00,1,Центр-Кремль,center,406.699575456268
2026-03-02 12:00:00,2,Центр-Арбат,center,406.6482619466287
2026-03-02 12:00:00,3,Москва-Сити,business,75.48136916249805
2026-03-02 12:00:00,4,Тверская,business,28.551080568709615
2026-03-02 12:00:00,5,Хамовники,residential,35.22783416836111
2026-03-02 12:00:00,6,Замоскворечье,residential,33.93289717035118
2026-03-02 12:00:00,7,Таганка,residential,4.6990596421558095
2026-03-02 12:00:00,8,Пресня,residential,33.53241586487187
2026-03-02 12:00:00,9,Сокольники,residential,5.469456516052492
2026-03-02 12:00:00,10,Марьино,suburb,7.301000855459969
2026-03-02 12:00:00,11,Бутово,suburb,14.963830898764892
2026-03-02 12:00:00,12,Митино,suburb,9.413209785412521
2026-03-02 12:00:00,13,Жулебино,suburb,12.288268076984243
2026-03-02 12:00:00,14,Солнцево,suburb,4.857507973263193
2026-03-02 12:00:00,15,Шереметьево,airport,83.96061939994608
2026-03-02 12:00:00,16,Домодедово,airport,130.21760686013252
2026-03-02 12:00:00,17,Внуково,airport,104.7780236991994
2026-03-02 12:00:00,18,Ленинградский вокзал,station,272.03433169810967
2026-03-02 12:00:00,19,Казанский вокзал,station,97.64535150955453
2026-03-02 12:00:00,20,Курский вокзал,station,305.36011313963104
2026-03-02 13:00:00,1,Центр-Кремль,center,426.52839599040783
2026-03-02 13:00:00,2,Центр-Арбат,center,423.8173764627777
2026-03-02 13:00:00,3,Москва-Сити,business,90.79029935921177
2026-03-02 13:00:00,4,Тверская,business,30.610112537710123
2026-03-02 13:00:00,5,Хамовники,residential,25.305119128962808
2026-03-02 13:00:00,6,Замоскворечье,residential,27.224869903087118
2026-03-02 13:00:00,7,Таганка,residential,4.185621234699733
2026-03-02 13:00:00,8,Пресня,residential,31.190316788433062
2026-03-02 13:00:00,9,Сокольники,residential,4.104222612618434
2026-03-02 13:00:00,10,Марьино,suburb,8.0862210455669
2026-03-02 13:00:00,11,Бутово,suburb,11.405322493912646
2026-03-02 13:00:00,12,Митино,suburb,10.952259166729604
2026-03-02 13:00:00,13,Жулебино,suburb,10.403749049388104
2026-03-02 13:00:00,14,Солнцево,suburb,4.984488914690394
2026-03-02 13:00:00,15,Шереметьево,airport,79.18472167195104
2026-03-02 13:00:00,16,Домодедово,airport,136.83666784000835
2026-03-02 13:00:00,17,Внуково,airport,106.02843265899715
2026-03-02 13:00:00,18,Ленинградский вокзал,station,308.0455706240983
2026-03-02 13:00:00,19,Казанский вокзал,station,103.91870138131542
2026-03-02 13:00:00,20,Курский вокзал,station,346.3727794525229
2026-03-02 14:00:00,1,Центр-Кремль,center,387.8706705568353
2026-03-02 14:00:00,2,Центр-Арбат,center,384.39404631776364
2026-03-02 14:00:00,3,Москва-Сити,business,85.17093503879678
2026-03-02 14:00:00,4,Тверская,business,31.772049114556918
2026-03-02 14:00:00,5,Хамовники,residential,26.10835387588629
2026-03-02 14:00:00,6,Замоскворечье,residential,28.15840233737826
2026-03-02 14:00:00,7,Таганка,residential,4.068295230812241
2026-03-02 14:00:00,8,Пресня,residential,29.35547333947431
2026-03-02 14:00:00,9,Сокольники,residential,4.413341160912994
2026-03-02 14:00:00,10,Марьино,suburb,5.99484946100626
2026-03-02 14:00:00,11,Бутово,suburb,10.562771773712097
2026-03-02 14:00:00,12,Митино,suburb,12.556080878044943
2026-03-02 14:00:00,13,Жулебино,suburb,7.372298095160965
2026-03-02 14:00:00,14,Солнцево,suburb,4.0596080694686245
2026-03-02 14:00:00,15,Шереметьево,airport,67.2025419052572
2026-03-02 14:00:00,16,Домодедово,airport,106.3175063475743
2026-03-02 14:00:00,17,Внуково,airport,83.51140639819656
2026-03-02 14:00:00,18,Ленинградский вокзал,station,305.3409366812247
2026-03-02 14:00:00,19,Казанский вокзал,station,102.1859971339605
2026-03-02 14:00:00,20,Курский вокзал,station,328.74081214137806
2026-03-02 15:00:00,1,Центр-Кремль,center,426.2380174540458
2026-03-02 15:00:00,2,Центр-Арбат,center,425.06213136549
2026-03-02 15:00:00,3,Москва-Сити,business,80.50854542343913
2026-03-02 15:00:00,4,Тверская,business,32.97988419687741
2026-03-02 15:00:00,5,Хамовники,residential,41.10827075901755
2026-03-02 15:00:00,6,Замоскворечье,residential,49.32223340707081
2026-03-02 15:00:00,7,Таганка,residential,7.128200178462376
2026-03-02 15:00:00,8,Пресня,residential,45.214509637519356
2026-03-02 15:00:00,9,Сокольники,residential,7.0631789419313415
2026-03-02 15:00:00,10,Марьино,suburb,8.096232105224395
2026-03-02 15:00:00,11,Бутово,suburb,20.24066177175131
2026-03-02 15:00:00,12,Митино,suburb,12.78256645702773
2026-03-02 15:00:00,13,Жулебино,suburb,22.016093545320743
2026-03-02 15:00:00,14,Солнцево,suburb,6.56674906170984
2026-03-02 15:00:00,15,Шереметьево,airport,73.44300017553671
2026-03-02 15:00:00,16,Домодедово,airport,105.37438808201236
2026-03-02 15:00:00,17,Внуково,airport,93.62516981440159
2026-03-02 15:00:00,18,Ленинградский вокзал,station,350.8140152753328
2026-03-02 15:00:00,19,Казанский вокзал,station,108.84415219227282
2026-03-02 15:00:00,20,Курский вокзал,station,364.2762813093261
2026-03-02 16:00:00,1,Центр-Кремль,center,407.27260051076047
2026-03-02 16:00:00,2,Центр-Арбат,center,400.5670763259762
2026-03-02 16:00:00,3,Москва-Сити,business,63.1914222370499
2026-03-02 16:00:00,4,Тверская,business,28.49063314291332
2026-03-02 16:00:00,5,Хамовники,residential,52.70340852850798
2026-03-02 16:00:00,6,Замоскворечье,residential,60.309431051821036
2026-03-02 16:00:00,7,Таганка,residential,8.660462407153696
2026-03-02 16:00:00,8,Пресня,residential,59.407834108319726
2026-03-02 16:00:00,9,Сокольники,residential,10.832038343199208
2026-03-02 16:00:00,10,Марьино,suburb,16.580373552363323
2026-03-02 16:00:00,11,Бутово,suburb,24.04590940059728
2026-03-02 16:00:00,12,Митино,suburb,21.454375329493192
2026-03-02 16:00:00,13,Жулебино,suburb,22.752188801016487
2026-03-02 16:00:00,14,Солнцево,suburb,10.156907025499164
2026-03-02 16:00:00,15,Шереметьево,airport,71.81933506400718
2026-03-02 16:00:00,16,Домодедово,airport,102.32299078092157
2026-03-02 16:00:00,17,Внуково,airport,84.26512684658599
2026-03-02 16:00:00,18,Ленинградский вокзал,station,354.9829034110505
2026-03-02 16:00:00,19,Казанский вокзал,station,109.21318747737753
2026-03-02 16:00:00,20,Курский вокзал,station,368.36196765817397
2026-03-02 17:00:00,1,Центр-Кремль,center,379.94163698647236
2026-03-02 17:00:00,2,Центр-Арбат,center,376.874165318326
2026-03-02 17:00:00,3,Москва-Сити,business,62.66890164546125
2026-03-02 17:00:00,4,Тверская,business,24.73572421012282
2026-03-02 17:00:00,5,Хамовники,residential,70.77571368147764
2026-03-02 17:00:00,6,Замоскворечье,residential,82.93287333356064
2026-03-02 17:00:00,7,Таганка,residential,10.861322314757897
2026-03-02 17:00:00,8,Пресня,residential,83.69297431642877
2026-03-02 17:00:00,9,Сокольники,residential,13.710844640654521
2026-03-02 17:00:00,10,Марьино,suburb,28.712111316148054
2026-03-02 17:00:00,11,Бутово,suburb,39.32876319645582
2026-03-02 17:00:00,12,Митино,suburb,33.70155766834118
2026-03-02 17:00:00,13,Жулебино,suburb,38.27743896706217
2026-03-02 17:00:00,14,Солнцево,suburb,14.268431208665403
2026-03-02 17:00:00,15,Шереметьево,airport,62.227221545404994
2026-03-02 17:00:00,16,Домодедово,airport,97.21774837427263
2026-03-02 17:00:00,17,Внуково,airport,86.0938156356826
2026-03-02 17:00:00,18,Ленинградский вокзал,station,348.5199986276838
2026-03-02 17:00:00,19,Казанский вокзал,station,108.82476517657258
2026-03-02 17:00:00,20,Курский вокзал,station,362.1621080053996
2026-03-02 18:00:00,1,Центр-Кремль,center,356.7184563199994
2026-03-02 18:00:00,2,Центр-Арбат,center,351.9795477892186
2026-03-02 18:00:00,3,Москва-Сити,business,49.58549314238569
2026-03-02 18:00:00,4,Тверская,business,18.326080514108586
2026-03-02 18:00:00,5,Хамовники,residential,85.2398994707368
2026-03-02 18:00:00,6,Замоскворечье,residential,92.17652993608296
2026-03-02 18:00:00,7,Таганка,residential,12.335256071250372
2026-03-02 18:00:00,8,Пресня,residential,82.45246913748215
2026-03-02 18:00:00,9,Сокольники,residential,14.94162884962504
2026-03-02 18:00:00,10,Марьино,suburb,35.36583496282853
2026-03-02 18:00:00,11,Бутово,suburb,54.441957487224045
2026-03-02 18:00:00,12,Митино,suburb,42.308647893611926
2026-03-02 18:00:00,13,Жулебино,suburb,51.220334658515206
2026-03-02 18:00:00,14,Солнцево,suburb,17.89046581064414
2026-03-02 18:00:00,15,Шереметьево,airport,66.89100175932154
2026-03-02 18:00:00,16,Домодедово,airport,101.93229639139923
2026-03-02 18:00:00,17,Внуково,airport,86.78111391757596
2026-03-02 18:00:00,18,Ленинградский вокзал,station,334.9018231841547
2026-03-02 18:00:00,19,Казанский вокзал,station,107.96997073342406
2026-03-02 18:00:00,20,Курский вокзал,station,341.543357476801
2026-03-02 19:00:00,1,Центр-Кремль,center,275.28495154125915
2026-03-02 19:00:00,2,Центр-Арбат,center,279.08290173674766
2026-03-02 19:00:00,3,Москва-Сити,business,33.57544371570477
2026-03-02 19:00:00,4,Тверская,business,12.762603183530146
2026-03-02 19:00:00,5,Хамовники,residential,71.03032224142416
2026-03-02 19:00:00,6,Замоскворечье,residential,76.66582845027568
2026-03-02 19:00:00,7,Таганка,residential,10.193221204157547
2026-03-02 19:00:00,8,Пресня,residential,65.36296614745008
2026-03-02 19:00:00,9,Сокольники,residential,12.607345520086641
2026-03-02 19:00:00,10,Марьино,suburb,33.122736503217645
2026-03-02 19:00:00,11,Бутово,suburb,50.42399278199086
2026-03-02 19:00:00,12,Митино,suburb,43.47553746175422
2026-03-02 19:00:00,13,Жулебино,suburb,50.430233198196774
2026-03-02 19:00:00,14,Солнцево,suburb,17.2762935172952
2026-03-02 19:00:00,15,Шереметьево,airport,52.330722202512895
2026-03-02 19:00:00,16,Домодедово,airport,112.42795116734752
2026-03-02 19:00:00,17,Внуково,airport,74.56078093414128
2026-03-02 19:00:00,18,Ленинградский вокзал,station,280.6873904609971
2026-03-02 19:00:00,19,Казанский вокзал,station,93.41248088092959
2026-03-02 19:00:00,20,Курский вокзал,station,285.48373335001673
2026-03-02 20:00:00,1,Центр-Кремль,center,236.00476088999613
2026-03-02 20:00:00,2,Центр-Арбат,center,231.8065281456421
2026-03-02 20:00:00,3,Москва-Сити,business,26.31334407225374
2026-03-02 20:00:00,4,Тверская,business,11.765717080433648
2026-03-02 20:00:00,5,Хамовники,residential,54.559524920172294
2026-03-02 20:00:00,6,Замоскворечье,residential,59.13773082216212
2026-03-02 20:00:00,7,Таганка,residential,7.900014018477832
2026-03-02 20:00:00,8,Пресня,residential,56.75313722999789
2026-03-02 20:00:00,9,Сокольники,residential,9.414560762491329
2026-03-02 20:00:00,10,Марьино,suburb,31.53221733269263
2026-03-02 20:00:00,11,Бутово,suburb,43.74285748577269
2026-03-02 20:00:00,12,Митино,suburb,37.47399932951351
2026-03-02 20:00:00,13,Жулебино,suburb,36.555606099904395
2026-03-02 20:00:00,14,Солнцево,suburb,12.994185586260107
2026-03-02 20:00:00,15,Шереметьево,airport,61.46035449352244
2026-03-02 20:00:00,16,Домодедово,airport,92.69984773886291
2026-03-02 20:00:00,17,Внуково,airport,81.9974486813693
2026-03-02 20:00:00,18,Ленинградский вокзал,station,250.6167975026477
2026-03-02 20:00:00,19,Казанский вокзал,station,82.19181619035155
2026-03-02 20:00:00,20,Курский вокзал,station,255.43905005640838
2026-03-02 21:00:00,1,Центр-Кремль,center,192.66231077761174
2026-03-02 21:00:00,2,Центр-Арбат,center,197.83280709866267
2026-03-02 21:00:00,3,Москва-Сити,business,28.912774514533492
2026-03-02 21:00:00,4,Тверская,business,12.496706225197935
2026-03-02 21:00:00,5,Хамовники,residential,41.29440081271331
2026-03-02 21:00:00,6,Замоскворечье,residential,46.51479588930592
2026-03-02 21:00:00,7,Таганка,residential,5.928448021605627
2026-03-02 21:00:00,8,Пресня,residential,38.53539519717344
2026-03-02 21:00:00,9,Сокольники,residential,6.306775047684864
2026-03-02 21:00:00,10,Марьино,suburb,18.75711008481229
2026-03-02 21:00:00,11,Бутово,suburb,29.085609419475254
2026-03-02 21:00:00,12,Митино,suburb,31.23592096086312
2026-03-02 21:00:00,13,Жулебино,suburb,30.03001580880924
2026-03-02 21:00:00,14,Солнцево,suburb,12.486221185253251
2026-03-02 21:00:00,15,Шереметьево,airport,62.898065696684704
2026-03-02 21:00:00,16,Домодедово,airport,96.4329024715177
2026-03-02 21:00:00,17,Внуково,airport,76.47637383802159
2026-03-02 21:00:00,18,Ленинградский вокзал,station,209.88634402888772
2026-03-02 21:00:00,19,Казанский вокзал,station,61.135391064298794
2026-03-02 21:00:00,20,Курский вокзал,station,211.6500569175603
2026-03-02 22:00:00,1,Центр-Кремль,center,170.85174944819065
2026-03-02 22:00:00,2,Центр-Арбат,center,178.91142442123422
2026-03-02 22:00:00,3,Москва-Сити,business,23.92950517540821
2026-03-02 22:00:00,4,Тверская,business,12.971631542951764
2026-03-02 22:00:00,5,Хамовники,residential,32.49491053495984
2026-03-02 22:00:00,6,Замоскворечье,residential,32.9406412972605
2026-03-02 22:00:00,7,Таганка,residential,3.6078579666623867
2026-03-02 22:00:00,8,Пресня,residential,29.350799773370476
